(nan, nan)
(0.6198485167216063, 4.627976838367176e-20)
(0.6159928880785206, 7.152159639659129e-20)
(0.6128959915697242, 9.669609260088868e-20)
(0.6142766389718354, 5.977645226994161e-20)
(0.6151251884750778, 4.0463535309969394e-20)
(0.6156691596249312, 2.886520175351938e-20)
(0.6161353759654933, 2.0856058632603425e-20)
(0.6163196104525767, 1.5844067440153067e-20)
(0.6165658404420796, 1.1896594930962821e-20)
(0.6170098140994347, 8.609292112963173e-21)
(0.6159827475840555, 8.167314455321613e-21)
(0.6168684034514942, 5.444607448262848e-21)
(0.6166480023124639, 4.4535116017378426e-21)
(0.6159658553830925, 3.973648924088246e-21)
(0.6153804563939294, 3.485353063807593e-21)
(0.6152893932015117, 2.7876257292687695e-21)
(0.6152483026897363, 2.2089591049226825e-21)
(0.6183952051537625, 9.500024943831079e-22)
(0.616705098325994, 1.0322891219223873e-21)
(0.6196776306358422, 4.544059409095167e-22)
(0.6194588176478838, 3.713815377529686e-22)
(0.6195905195967374, 2.8333880289223953e-22)
(0.6198402096502561, 2.111004743839332e-22)
(0.6199760800573976, 1.608150224896882e-22)
(0.6181373050922808, 1.819147212154685e-22)
(0.6189580007233715, 1.2095746069735713e-22)
(0.6197835934434572, 8.017613867089261e-23)
(0.6178877493537903, 9.225678206397553e-23)
(0.6170717599123745, 8.541033778378346e-23)
(0.6194419425985461, 4.126932623000493e-23)
(0.6220711983706637, 1.8725105061527486e-23)
(0.6197061393587202, 2.3960058822422489e-23)
(0.6218914055418354, 1.186482597978385e-23)
(0.6231435103656203, 7.108612303806683e-24)
(0.6235822918819431, 5.050251546541116e-24)
(0.6237731491943836, 3.7804974787524384e-24)
(0.6233520527383227, 3.228398587041033e-24)
(0.6223746500265278, 3.1114407458689056e-24)
(0.621880930044444, 2.704155752536678e-24)
(0.6218930357025996, 2.1072041504548557e-24)
(0.6218153767631421, 1.6745414420546832e-24)
(0.6240148219861842, 8.0577447984434365e-25)
(0.6221771937253237, 9.439191106305734e-25)
(0.6246388279413648, 4.259947860982015e-25)
(0.6244609520882917, 3.454537202895513e-25)
(0.6228793347279548, 3.843348688443611e-25)
(0.6288226562349459, 7.741836179746084e-26)
(0.6315138115544955, 3.212211394501131e-26)
(0.6363655794637897, 7.875795844365608e-27)
(0.6425134433499684, 1.3627588156219826e-27)
(0.6467088458906652, 3.672334293829209e-28)
(0.6479466260892106, 2.0454213334081408e-28)
(0.6477478231746494, 1.6350224964197346e-28)
(0.6473771301411811, 1.3659954221334486e-28)
(0.6476321758089638, 9.732719437055947e-29)
(0.6477764001482186, 7.130594072218006e-29)
(0.6464531790789604, 7.622091628225103e-29)
(0.6450607157568865, 8.304124978716152e-29)
(0.6450611142058745, 6.331289123498517e-29)
(0.6450579525388694, 4.8316369546431343e-29)
(0.6436972666463673, 5.243465045688647e-29)
(0.6420988008636586, 6.058349479208568e-29)
(0.6415786267419517, 5.30350407541427e-29)
(0.6414946464910286, 4.149204285662235e-29)
(0.6375076419575286, 8.922498043455125e-29)
(0.6386278461630489, 5.133868969467288e-29)
(0.6401016009979701, 2.6832731699989554e-29)
(0.6430282964358637, 9.491854319967968e-30)
(0.6461839029462229, 3.109907926731556e-30)
(0.6472841566952243, 1.7566263740925732e-30)
(0.6509167065439996, 4.917237177843692e-31)
(0.650249234562766, 4.484582714910326e-31)
(0.6520282866911299, 2.067677142550065e-31)
(0.6528360562339957, 1.2457550568892434e-31)
(0.6458188107824981, 6.715869563185734e-31)
(0.6484324183488916, 2.469690024068641e-31)
(0.6471508087197017, 2.6883244481861703e-31)
(0.6476357421866384, 1.7846513767875497e-31)
(0.6469824897539984, 1.6319684243195096e-31)
(0.6469868461742615, 1.2404224740904284e-31)
(0.6465872789746389, 1.0573988351620992e-31)
(0.6465986509050637, 8.024589674656091e-32)
(0.6455535562432997, 8.232981441401414e-32)
(0.6463042597225896, 5.061603004233347e-32)
(0.6451023755185892, 5.444458315799904e-32)
(0.6436208346553793, 6.351474482503161e-32)
(0.6430994962772953, 5.634702723629022e-32)
(0.6437277225131465, 3.59378821508077e-32)
(0.6448324994863729, 1.9922238926727927e-32)
(0.644426120853933, 1.7110505155690107e-32)
(0.6404699457274821, 4.11879695227019e-32)
(0.6423415123223181, 1.83377660141295e-32)
(0.6410686788419031, 2.0335885453716943e-32)
(0.6421046933722073, 1.1503737699652231e-32)
(0.6429106494657315, 6.941221311292385e-33)
(0.6425669705686853, 5.875323765457199e-33)
(0.6414280372558259, 6.298059657147139e-33)
(0.6414454702299723, 4.798053093239575e-33)
(0.6418085476723072, 3.297219766087735e-33)
(0.6420421227992784, 2.3533558411513666e-33)
(0.6419641537908751, 1.8437246610004397e-33)
(0.6434183680446787, 9.086998698872544e-34)
(0.6435645770192597, 6.641261872429737e-34)
(0.6446856725325645, 3.5986769799574772e-34)
(0.6459413856601534, 1.8631102930693475e-34)
(0.6484451545092369, 6.49680209893894e-35)
(0.6530047461400617, 1.1605884397877436e-35)
(0.6530825877261703, 8.557443739564622e-36)
(0.6547704224870724, 3.746081319812627e-36)
(0.6505209718582237, 1.116388571210779e-35)
(0.6455239317337444, 4.163180794855401e-35)
(0.6463931903002295, 2.4086686417284155e-35)
(0.6455702003934488, 2.3846159494153484e-35)
(0.6459626530040053, 1.6037941989737663e-35)
(0.6458990685349878, 1.247363840644826e-35)
(0.6459988676244769, 9.205843637769498e-36)
(0.6463883670617763, 6.185224093620057e-36)
(0.64388966454634, 1.0562566582536179e-35)
(0.6385243564746865, 4.4796336340628715e-35)
(0.638685223978345, 3.2703337668806596e-35)
(0.6396489558722808, 1.8468470139716495e-35)
(0.639192554976659, 1.640564740507266e-35)
(0.6368282350416358, 2.6843657160765185e-35)
(0.6418506201018651, 4.0859500598300554e-36)
(0.6454467654214519, 9.58143999820362e-37)
(0.6491122823914367, 2.1429482006932238e-37)
(0.6516974170714316, 6.762737302935124e-38)
(0.6552532137131017, 1.5027423511778033e-38)
(0.6572920565172387, 5.5560545126842714e-39)
(0.6574272994779504, 3.9859184178962665e-39)
(0.6566472383497232, 3.949029404207409e-39)
(0.6558358430109673, 3.9598557903557664e-39)
(0.6583970564054873, 1.2010515783475558e-39)
(0.6622123848930948, 2.277349834759761e-40)
(0.6675746682209851, 2.3610998750721894e-41)
(0.6725708343767767, 2.665246654218596e-42)
(0.6776820019529027, 2.7375401464468356e-43)
(0.6761209547080472, 3.694621269476547e-43)
(0.6769429648650874, 1.971295754518742e-43)
(0.6765520522195714, 1.6887173691858565e-43)
(0.6733007097112893, 4.4224379065267935e-43)
(0.6719950954529906, 5.421147816250313e-43)
(0.6694815915400274, 1.0596446045480416e-42)
(0.6627646850111178, 1.0163799272866439e-41)
(0.6685052753372787, 8.501294635358554e-43)
(0.666278446065125, 1.4890094841242822e-42)
(0.6677189535402885, 6.358005788503424e-43)
(0.6670151511997306, 6.2083626880401606e-43)
(0.6620506060166246, 3.118350252753206e-42)
(0.6631750372147743, 1.516905504621359e-42)
(0.6627081870290535, 1.3566332546462227e-42)
(0.6621325477387059, 1.2661529030526006e-42)
(0.6629457805922254, 6.9189212598452765e-43)
(0.6635959661408832, 4.016972343429525e-43)
(0.6645760579810744, 2.0450429828415954e-43)
(0.6654440134371943, 1.0841132750848952e-43)
(0.6655304554490203, 7.808490534679723e-44)
(0.6666146827567337, 3.780717439184584e-44)
(0.6667145835674968, 2.7037503086599994e-44)
(0.6640826676822101, 5.752528296086094e-44)
(0.6645621501558644, 3.5473537551917606e-44)
(0.6643669998275745, 2.8616913307770744e-44)
(0.6617823754289347, 5.991324578458472e-44)
(0.6614766000640827, 5.065582971258025e-44)
(0.6590554040183079, 9.923047587218912e-44)
(0.6574003745802215, 1.433372279653442e-43)
(0.6575356519370883, 1.0223790369049631e-43)
(0.6555817265718314, 1.6642924171107685e-43)
(0.6569905120752609, 7.185815037606114e-44)
(0.6548195302513594, 1.2789512930468942e-43)
(0.6555349079606426, 7.268947624907827e-44)
(0.656809737265874, 3.2957336627403053e-44)
(0.6569974307889993, 2.3015450657766854e-44)
(0.6562634935173965, 2.3273527867166626e-44)
(0.6563814417265074, 1.672208081630444e-44)
(0.6542661552466149, 2.9506955347918054e-44)
(0.6545690817323174, 1.9727828949333994e-44)
(0.6555118158632133, 1.0173952115612586e-44)
(0.6552163140069913, 8.65003289309854e-45)
(0.656226689773713, 4.322798345185956e-45)
(0.6522569882693108, 1.6351372417085642e-44)
(0.6467548762643266, 1.1201233145891826e-43)
(0.6454230920244436, 1.4462828704688574e-43)
(0.6428096830685317, 3.0933938811101895e-43)
(0.641104681722813, 4.620449520327589e-43)
(0.6404236653112649, 4.624012169189792e-43)
(0.6365753064194771, 1.588439958352575e-42)
(0.6349380595023961, 2.3043568322588647e-42)
(0.6352802897630138, 1.557344424681637e-42)
(0.6357281795196112, 1.0092352286970755e-42)
(0.6354853614827954, 8.552019153869004e-43)
(0.6356311740398277, 6.228961730833144e-43)
(0.6355941353941262, 4.872411729455688e-43)
(0.6354042896956684, 4.047360766404374e-43)
(0.6363431203791846, 2.155257639960293e-43)
(0.6377500615142078, 9.495389763460012e-44)
(0.6383518184848254, 5.742396202377576e-44)
(0.6383695792887897, 4.3829237552351596e-44)
(0.6390916390361543, 2.5187251094150317e-44)
(0.6398459613233181, 1.4252785185708844e-44)
(0.6409389077764707, 7.006776484994336e-45)
(0.641210176896543, 4.806283852749229e-45)
(0.6421106869232589, 2.5423920564497558e-45)
(0.6421896138155078, 1.883963071353449e-45)
(0.641111790898052, 2.2529462953344173e-45)
(0.6402711914032369, 2.4443624019477436e-45)
(0.6417258516258526, 1.0253325924254515e-45)
(0.6416864214872621, 7.983642529043495e-46)
(0.638077374991495, 2.7390306960354983e-45)
(0.6417232380893547, 4.612347683037467e-46)
(0.6388309512384697, 1.1843171431183196e-45)
(0.6430927262425948, 1.516842269183488e-46)
(0.6420056445094753, 1.839303791904288e-46)
(0.6417637657952255, 1.56049780673081e-46)
(0.6413027874434102, 1.4535934661613337e-46)
(0.6400070949077463, 1.9301023221195144e-46)
(0.6396425836914614, 1.7287168206704716e-46)
(0.6394516593941287, 1.439219261086046e-46)
(0.6374642431931828, 2.5669201219880923e-46)
(0.6376094355486783, 1.8574183656834438e-46)
(0.6377606118443807, 1.3401515402801019e-46)
(0.6361324499196075, 2.0590968975942875e-46)
(0.6359878805440624, 1.6872157632948873e-46)
(0.6365915535267936, 1.0055157678456581e-46)
(0.6340605084325798, 2.2740514900592387e-46)
(0.6343234534886893, 1.5706632322410528e-46)
(0.633660994332877, 1.6077052452490918e-46)
(0.6328193475074062, 1.7771045721531107e-46)
(0.631534247033292, 2.372533696343662e-46)
(0.6311445688876927, 2.167877365611027e-46)
(0.6274832296544881, 7.88935678522861e-46)
(0.6276230054159498, 5.784862197415037e-46)
(0.6273804956967707, 4.982599432746217e-46)
(0.6281424937490266, 2.8069690993176503e-46)
(0.6294202067439504, 1.2659868032787821e-46)
(0.6288436742711289, 1.257150187165276e-46)
(0.6290898784432213, 8.78598417727526e-47)
(0.6270484642919714, 1.6338587638335605e-46)
(0.6273552240647452, 1.1149543476525923e-46)
(0.6302151563505008, 2.527592131070902e-47)
(0.6306727838424018, 1.6065005213180173e-47)
(0.6298062858472722, 1.816020728650632e-47)
(0.6296629445349085, 1.4997138818142866e-47)
(0.6253837144246276, 7.430007813646605e-47)
(0.6252301649066772, 6.186879069163046e-47)
(0.6230099279589433, 1.2527688844880349e-46)
(0.6202934434741849, 3.1232105001786383e-46)
(0.6195614078544044, 3.3410420905080824e-46)
(0.6166039769192825, 9.17020713162648e-46)
(0.6164937382373685, 7.554663590169986e-46)
(0.6160361661190898, 7.20973656128199e-46)
(0.6130369807064199, 2.0068273216079672e-45)
(0.6133084327608123, 1.412937174954352e-45)
(0.6125443766099146, 1.537437401742953e-45)
(0.611624787051986, 1.7869413582933964e-45)
(0.6101430969601213, 2.6299352305116064e-45)
(0.6096926940717398, 2.5138244667250226e-45)
(0.6093696021562482, 2.2792461364962288e-45)
(0.6108998444820791, 9.47065331570456e-46)
(0.6125882144593501, 3.6549483187313755e-46)
(0.6130270164703587, 2.3920081853104903e-46)
(0.613488799073162, 1.548303894333579e-46)
(0.6134402843354245, 1.2470848281717741e-46)
(0.6115319374797231, 2.2347644470694013e-46)
(0.610661757146555, 2.5650108421624606e-46)
(0.6118710081782931, 1.2061963251750142e-46)
(0.6134897365438129, 4.726491003164882e-47)
(0.6135468248444523, 3.6367767658560924e-47)
(0.6140132079475833, 2.3398052410790593e-47)
(0.6145054671158956, 1.486495162339885e-47)
(0.6145127899759315, 1.167636169932865e-47)
(0.6144336988670107, 9.527831935068457e-48)
(0.6136360942217928, 1.0675952342709536e-47)
(0.6142750919186456, 6.348082957061013e-48)
(0.6116768337541055, 1.5757960057293e-47)
(0.6116924122619839, 1.236731787669055e-47)
(0.6120707865500719, 8.268658219310597e-48)
(0.6120645808686902, 6.5496684302267e-48)
(0.6117800048897406, 5.870274970813271e-48)
(0.6113388965354739, 5.642407470540725e-48)
(0.6113503082726512, 4.437762921940317e-48)
(0.6109426628050959, 4.2065792780021996e-48)
(0.6117382530617141, 2.3315314324896686e-48)
(0.6104866195743227, 3.225196047625533e-48)
(0.6107651657214928, 2.2525952376792952e-48)
(0.6099698292362203, 2.5446113861656115e-48)
(0.6100976523257392, 1.9019971133278308e-48)
(0.6093989134929538, 2.0602600729874053e-48)
(0.6085987882392517, 2.336812280045281e-48)
(0.607534504829751, 2.984798484379996e-48)
(0.6075575091096747, 2.343963719709664e-48)
(0.6092529204742554, 8.660279280541355e-49)
(0.6082233157920895, 1.0928881549612968e-48)
(0.6044166527419528, 4.79456068391589e-48)
(0.6053596735707419, 2.5006926853592262e-48)
(0.6054934025720546, 1.8722318209822422e-48)
(0.6055726132826418, 1.4362082526904313e-48)
(0.6061327859992098, 8.860954895248368e-49)
(0.605745752984636, 8.391280515701863e-49)
(0.6061264073753676, 5.60995250120109e-49)
(0.6065086172488089, 3.744246449268452e-49)
(0.6065709035390282, 2.8903223379539202e-49)
(0.6073658507177021, 1.5936222118023627e-49)
(0.6066946085576103, 1.7223523308392785e-49)
(0.6066622041409133, 1.3883004378116916e-49)
(0.607647866445454, 6.990342599555172e-50)
(0.6071573596385996, 6.96221911759815e-50)
(0.6070059221975908, 5.928690040038687e-50)
(0.6069964370845236, 4.727463195681426e-50)
(0.6071746113171205, 3.4540505387118564e-50)
(0.6069138295565338, 3.0966513139162437e-50)
(0.607281723721242, 2.0697759636832403e-50)
(0.6073073325721635, 1.6231083983276051e-50)
(0.6076484201171877, 1.0971976037968475e-50)
(0.6071649675410485, 1.0932990693927563e-50)
(0.6080312288909601, 5.762704592001305e-51)
(0.6080284564287619, 4.576466541724953e-51)
(0.6065774476321085, 7.220991874391199e-51)
(0.6080922695417816, 2.7925505712077015e-51)
(0.6083863442814983, 1.9245042220889404e-51)
(0.6078717802281223, 1.9516525879112393e-51)
(0.6068964942640888, 2.4676610982653992e-51)
(0.6066164193714129, 2.2399156397087237e-51)
(0.6066618198014596, 1.7406978754402972e-51)
(0.606974555580986, 1.1897278425829996e-51)
(0.6053701302383165, 2.039697866668415e-51)
(0.6043720294738484, 2.614932362074819e-51)
(0.6044292178862639, 2.0250521903989897e-51)
(0.6056194029096679, 9.094776673886243e-52)
(0.6032388451731292, 2.2703591715851987e-51)
(0.6022500450984857, 2.904196701588271e-51)
(0.6022315023160418, 2.3368208731057804e-51)
(0.602160360739314, 1.9284075524147784e-51)
(0.6027336538404187, 1.1673409181934949e-51)
(0.6027680280010888, 9.152522089867721e-52)
(0.6038871581397753, 4.2422300193424e-52)
(0.60283957468277, 5.617628825393255e-52)
(0.6028977839513378, 4.3529423482131695e-52)
(0.6043722507475323, 1.689878583885835e-52)
(0.6033781915782359, 2.187467668748516e-52)
(0.6015307023328745, 4.291031514934472e-52)
(0.6026608460812035, 1.9727038448244013e-52)
(0.6015892848112914, 2.656056538076267e-52)
(0.5995888451643772, 5.619014488784794e-52)
(0.6002413607231959, 3.2693140997108016e-52)
(0.6005026136909353, 2.2991493980449433e-52)
(0.600223475988379, 2.1057754237382426e-52)
(0.6004645003950029, 1.49497748186866e-52)
(0.600512471432668, 1.1664730801512067e-52)
(0.6009653943621293, 7.452828461384632e-53)
(0.6013154607693807, 5.004575968867516e-53)
(0.6020628385180088, 2.7558837538642535e-53)
(0.6019029254151617, 2.380678858473724e-53)
(0.5990570699375208, 7.803958887450752e-53)
(0.6001557566611976, 3.620177404060315e-53)
(0.600126109470774, 2.9360168068252426e-53)
(0.5989986306662025, 4.1126396498910556e-53)
(0.5989737351698777, 3.3311355546729627e-53)
(0.5989832968483936, 2.652304629126514e-53)
(0.5990304458003961, 2.0724882254951358e-53)
(0.5989919055962185, 1.6902459162217385e-53)
(0.5991872708645124, 1.2259916529417855e-53)
(0.5978577487560732, 1.9102628686534477e-53)
(0.5978161644858833, 1.562078685663408e-53)
(0.5993462400797925, 5.790259113261188e-54)
(0.599836905716793, 3.6122569927030837e-54)
(0.5976174051093072, 8.86993225509147e-54)
(0.598385043387048, 4.8209247354594395e-54)
(0.5958931648154138, 1.35717728490712e-53)
(0.5954459239443373, 1.3636031731729684e-53)
(0.5955476261123811, 1.039864844963679e-53)
(0.5951019439732317, 1.0448818117991137e-53)
(0.5939280414647526, 1.5154653335075783e-53)
(0.5938836282805676, 1.2456626632256508e-53)
(0.5938323288724727, 1.0275378936661113e-53)
(0.5933833506207365, 1.0361519378587543e-53)
(0.5934154173502972, 8.198704645892e-54)
(0.5947090847213159, 3.419448276784614e-54)
(0.5943921532911172, 3.2276799354881445e-54)
(0.5939490137030141, 3.2502300869346916e-54)
(0.5952783700267248, 1.3240015133427427e-54)
(0.5959487222444042, 7.531181823294453e-55)
(0.5957545923288287, 6.67805061186201e-55)
(0.5957485377502943, 5.375575078414939e-55)
(0.5957211417290429, 4.3751915503540924e-55)
(0.5957345466770532, 3.486705012282977e-55)
(0.5957452560141845, 2.7824701880865045e-55)
(0.5953021508691255, 2.8105902976085455e-55)
(0.5960173410412685, 1.5549831662460285e-55)
(0.5975636196081533, 5.552387404664632e-56)
(0.5974228948470144, 4.789674306629908e-56)
(0.5973511348181875, 3.985346217677871e-56)
(0.597373898448957, 3.1552569148567864e-56)
(0.5976409157706803, 2.195407015769962e-56)
(0.5977665791618337, 1.6453759138792517e-56)
(0.5977736084535422, 1.3129883735467828e-56)
(0.5993915003552107, 4.437278067084194e-57)
(0.5994901597204556, 3.365999676292469e-57)
(0.5977639469776976, 6.781801553098205e-57)
(0.59931262741326, 2.368167636562459e-57)
(0.5989334626815732, 2.3228229950344717e-57)
(0.5978295896573135, 3.3644330391863894e-57)
(0.5978989978118333, 2.5959871399404025e-57)
(0.5979876669387154, 1.9821077550135584e-57)
(0.5978006807230222, 1.7557888450330588e-57)
(0.597547695581262, 1.6121809737781558e-57)
(0.598383477091585, 8.214327855486337e-58)
(0.5976881375264232, 9.589454165178683e-58)
(0.5977665161300789, 7.3615628298844e-58)
(0.5992452936499962, 2.632492078279371e-58)
(0.5994932667823265, 1.8381702466371346e-58)
(0.60012860206461, 1.0366498543925545e-58)
(0.6015288688341831, 3.821424451252474e-59)
(0.60152189314136, 3.0619955169389863e-59)
(0.6000233272680178, 5.609540635485955e-59)
(0.6010888815367187, 2.4822244532760527e-59)
(0.599390664985932, 5.088969625332428e-59)
(0.5996373896959217, 3.5494327902679673e-59)
(0.5989590426469718, 4.136352383601675e-59)
(0.5987011861699533, 3.8190169967971893e-59)
(0.5988886461157907, 2.753767415892063e-59)
(0.5997214986999504, 1.3843347618037086e-59)
(0.5987568422235859, 1.89771483432189e-59)
(0.5976201545801119, 2.86293058414266e-59)
(0.5989948903455165, 1.0636492592356033e-59)
(0.5947117534986442, 9.24839590249359e-59)
(0.5947060186600398, 7.45261943750019e-59)
