(nan, nan)
(0.8320265350666781, 7.282095412015481e-83)
(0.8330498520430055, 1.670823306886949e-83)
(0.8317093396669062, 2.9345809794283385e-83)
(0.8317098000627352, 1.6261223341927325e-83)
(0.8322389173396829, 5.700500980379809e-84)
(0.83212454324377, 3.4856907089667333e-84)
(0.8314851638757578, 3.367543536055271e-84)
(0.8323668752771085, 8.644093481218478e-85)
(0.8321876983900758, 5.598997915733357e-85)
(0.8330364104717252, 1.4647281957454288e-85)
(0.832778396235796, 1.0173425369215396e-85)
(0.8330495847038213, 4.416963287560942e-86)
(0.8343912271899998, 7.3127347713745065e-87)
(0.8343619676585857, 4.13243277801652e-87)
(0.8340659318053107, 2.974517801745502e-87)
(0.8331993063618366, 3.591897012421743e-87)
(0.8325340229242827, 3.618440520685812e-87)
(0.8324627827215315, 2.134717025732106e-87)
(0.8328236086822486, 8.511136718819053e-88)
(0.8334357605197236, 2.689099701057795e-88)
(0.8339858567526691, 8.94597764970976e-89)
(0.8346191357327506, 2.7416471097420014e-89)
(0.8350126080628931, 1.0449426412369269e-89)
(0.836116973873087, 2.0338722605303165e-90)
(0.8370086443360287, 4.7807001833110585e-91)
(0.836983640762701, 2.67520742811973e-91)
(0.8369511885922162, 1.5079246108822505e-91)
(0.8366837394177367, 1.0649287496436236e-91)
(0.8366686012781754, 5.909334045062769e-92)
(0.8355378534315807, 9.56674783726271e-92)
(0.8336344653075979, 3.2183689634258023e-91)
(0.8339515954759407, 1.3130925055102882e-91)
(0.8332176806748699, 1.4550544101832626e-91)
(0.8337785674755511, 4.704815142609694e-92)
(0.832102931123628, 1.2812814481974013e-91)
(0.8325468528402455, 4.650181745908768e-92)
(0.8326399120547731, 2.3532730546987186e-92)
(0.833717764123245, 4.609665776188784e-93)
(0.8334535721105856, 3.282789513146948e-93)
(0.8336872323899054, 1.4438129382144729e-93)
(0.8341449367911051, 5.093829409590698e-94)
(0.8329214772906233, 9.261391872046692e-94)
(0.8337751022529589, 2.221586208933636e-94)
(0.8341658667634603, 8.337065831492007e-95)
(0.8334474663735832, 9.32463296018675e-95)
(0.833484349436631, 4.9617854668967936e-95)
(0.8336802702862831, 2.2550730469094647e-95)
(0.8347263869961015, 4.382869430947523e-96)
(0.8318896404666651, 4.039871447700818e-95)
(0.8273370503727437, 1.8750863468966827e-93)
(0.8277043825255228, 7.38687090906933e-94)
(0.8285420935838983, 1.83918581204619e-94)
(0.8286681948206394, 9.095373409506612e-95)
(0.8294809344936005, 2.2929815200601558e-95)
(0.8305438274935936, 4.473029354023336e-96)
(0.8292991932197774, 8.535733894186957e-96)
(0.8292600727323667, 4.951330700280439e-96)
(0.8297054899536802, 1.7756643167668152e-96)
(0.8296074727752655, 1.0914491574150621e-96)
(0.8305184443862536, 2.442712110041314e-97)
(0.8302178787601736, 1.8389149054924454e-97)
(0.8292967045123459, 2.5847260259579284e-97)
(0.8297802932776935, 8.865199040809896e-98)
(0.8297832006167724, 4.926572404490103e-98)
(0.829812154232051, 2.6664252545123915e-98)
(0.8290574281782975, 3.194270952464266e-98)
(0.8291738095806823, 1.585138655840596e-98)
(0.8291542694952195, 9.026942551211156e-99)
(0.8295607035826367, 3.32746902384397e-99)
(0.8297019571360953, 1.6053728914168744e-99)
(0.8291546596727654, 1.570220007442193e-99)
(0.8291890735511696, 8.461772049759398e-100)
(0.8301195998528257, 1.8047445145135253e-100)
(0.8295573288025913, 1.8014608013388746e-100)
(0.8302529701700873, 4.869847162973537e-101)
(0.8303663697991159, 2.4075753120159634e-101)
(0.8299434522529119, 2.087163470055841e-101)
(0.8304618040479151, 6.7437491763326566e-102)
(0.8305264570935966, 3.5044597156080396e-102)
(0.8311251838631953, 1.0329742633012482e-102)
(0.8311127499222813, 5.813497051119535e-103)
(0.8304920795726454, 6.257210084006187e-103)
(0.8304993185028383, 3.454318772386078e-103)
(0.8301605050590021, 2.759574474733039e-103)
(0.8301609307336094, 1.5359132181963242e-103)
(0.8289577550482765, 3.0913025245579774e-103)
(0.8292143443684659, 1.3131580938709923e-103)
(0.8296670397843995, 4.511157670455952e-104)
(0.8305717968636347, 9.46810765337976e-105)
(0.8307051822802686, 4.556063912219896e-105)
(0.8288957303601453, 1.7977702667715264e-104)
(0.8275829389957253, 4.117604788810141e-104)
(0.8273876403122387, 2.846249530289004e-104)
(0.8277864341742475, 1.039776530841175e-104)
(0.827776732523859, 5.8878377715141e-105)
(0.8267927583916117, 9.535480506432179e-105)
(0.8269931275419811, 4.31616402749285e-105)
(0.8271395709696601, 2.0684311395134133e-105)
(0.8279590091262353, 4.759457777420116e-106)
(0.828566283414771, 1.3702335693838633e-106)
(0.8278559373691957, 1.6717695211879886e-106)
(0.8283016948163767, 5.736434958014922e-107)
(0.8282417905645355, 3.4296545925630616e-107)
(0.8282949465741762, 1.8099393653519403e-107)
(0.8290702207246564, 4.2766333041467035e-108)
(0.8283509288735376, 5.326254843158176e-108)
(0.828356645267635, 2.961356687987084e-108)
(0.825086017086506, 6.170920257726122e-107)
(0.8258214402112893, 1.5512305122760768e-107)
(0.8264621492851091, 4.2986865065886146e-108)
(0.8264539553633375, 2.4394198005786307e-108)
(0.82653502778833, 1.2532531146440864e-108)
(0.8258020775118247, 1.5955327885857164e-108)
(0.8267516384692697, 3.1074315204184544e-109)
(0.8276736241561398, 6.172612521812696e-110)
(0.8278500812662303, 2.8323832171987224e-110)
(0.8270257256372372, 4.044096946367285e-110)
(0.8270429636609602, 2.226853715767022e-110)
(0.8269322786555399, 1.417997913632807e-110)
(0.8275669129874808, 3.860181467795432e-111)
(0.8274665092296404, 2.4283998067683512e-111)
(0.8281125779770417, 6.47718769662276e-112)
(0.8280667907575449, 3.823745698092353e-112)
(0.8279607981381683, 2.4207405789726454e-112)
(0.8280629192321312, 1.2044972056011511e-112)
(0.8280408347420947, 6.920679582601111e-113)
(0.8268162363825857, 1.606100858516873e-112)
(0.8273334882418272, 4.9500204698970505e-113)
(0.8270185651400567, 4.0074225791070497e-113)
(0.8271772705593446, 1.8700953549189947e-113)
(0.826108338073284, 3.648578191885319e-113)
(0.8260982578481666, 2.077961561771836e-113)
(0.8256996814825115, 1.8610236090768123e-113)
(0.8248013126040085, 2.9809075893679345e-113)
(0.8255573986393323, 6.977631071350132e-114)
(0.8264647877043679, 1.355808509597578e-114)
(0.8273015521651025, 2.8335012942236993e-115)
(0.8248158439653648, 2.9822091124263393e-114)
(0.8247880255409957, 1.74013500026751e-114)
(0.8251463720195614, 6.448065608101382e-115)
(0.8254411407608547, 2.5686762141850017e-115)
(0.8256117159493426, 1.1831897665379016e-115)
(0.8261823429601585, 3.3796014521870483e-116)
(0.826620437624732, 1.1255423136646994e-116)
(0.827470334804541, 2.2718906245303817e-117)
(0.8273809322790494, 1.4199830378991975e-117)
(0.8271611168319514, 1.0398947047961767e-117)
(0.8273200768937795, 4.812662066848848e-118)
(0.8272893426424666, 2.8034919405649983e-118)
(0.8277077805107022, 9.435518278122228e-119)
(0.8284790078371969, 2.0497502010675622e-119)
(0.8287676619650959, 8.025903468283993e-120)
(0.8286654955288124, 5.09208279461896e-120)
(0.8275804792807264, 1.0900567287353262e-119)
(0.827502645412975, 6.729374920093716e-120)
(0.8280596567831568, 1.8919853850063812e-120)
(0.8279926405110566, 1.1517566226443783e-120)
(0.8279794496609475, 6.558511773574953e-121)
(0.8283613317040015, 2.278628981617682e-121)
(0.8282120218948722, 1.5377927869080225e-121)
(0.8284584978432638, 6.31467079402032e-122)
(0.8286427790110025, 2.799849962238279e-122)
(0.8289236527747608, 1.0970305533092747e-122)
(0.8267648148097001, 9.334381009087454e-122)
(0.8263975299433387, 8.31337969347669e-122)
(0.8266777986431421, 3.288692340411057e-122)
(0.8270735271620538, 1.1221559583120372e-122)
(0.8272364890068387, 5.126222665221113e-123)
(0.8273312952091447, 2.550856981606594e-123)
(0.8275223249355709, 1.1222363684146443e-123)
(0.8276591983306985, 5.284291621740752e-124)
(0.828484525718549, 1.0264740406541233e-124)
(0.8288046267772695, 3.797783329416048e-125)
(0.8288892428922928, 1.90234286317363e-125)
(0.8287934338115607, 1.203968202741801e-125)
(0.8290167647326278, 5.032092440705556e-126)
(0.8290129259774068, 2.8253353623990412e-126)
(0.828653909078335, 2.5230952154548902e-126)
(0.8288584143279251, 1.0796440956224403e-126)
(0.8282030391409317, 1.4231745331050478e-126)
(0.8284931661588828, 5.448000073580122e-127)
(0.8290433762155877, 1.4770341567069114e-127)
(0.828964879047301, 9.152765493313786e-128)
(0.8286702219534023, 7.550453389956419e-128)
(0.8278357419104979, 1.2703914813228657e-127)
(0.8273654266248149, 1.3227618095429934e-127)
(0.8269451619866512, 1.2903905951363646e-127)
(0.8270131808880233, 6.627301098018033e-128)
(0.8259670218853785, 1.4740668130140577e-127)
(0.8259393768614827, 8.608397991934589e-128)
(0.8258296909618296, 5.600954749829267e-128)
(0.8262876559754454, 1.7240930133958255e-128)
(0.8264344932454485, 7.986234327140606e-129)
(0.825264138729877, 2.1135098901317725e-128)
(0.8253505355799399, 1.0637980729163806e-128)
(0.8246137863787449, 1.5881273729375028e-128)
(0.8245902892733377, 9.25805652036134e-129)
(0.82516238950363, 2.4514086225728984e-129)
(0.8246268402322782, 2.8174189380856762e-129)
(0.8241633055594559, 2.944572841590952e-129)
(0.824214302477637, 1.5570163925613887e-129)
(0.8244682109651228, 6.282321865293609e-130)
(0.823591099131896, 1.1415102276780475e-129)
(0.8216002106847746, 8.98437463000732e-129)
(0.8217490111816858, 4.206478513654025e-129)
(0.8215994076260335, 2.917173217964457e-129)
(0.8212013794776666, 2.8088266084295702e-129)
(0.8212362564618542, 1.5292307356484826e-129)
(0.8212046137653977, 9.089941216870622e-130)
(0.8218071312612467, 2.328502889805181e-130)
(0.8217990349028136, 1.3398224646046447e-130)
(0.8218486230253055, 7.138076643308445e-131)
(0.8223101167059294, 2.1889066264971502e-131)
(0.8212908387812584, 4.878371196269206e-131)
(0.8215639616599826, 1.928493162121628e-131)
(0.821665730325435, 9.580322301285062e-132)
(0.8215731308540174, 6.179732884301658e-132)
(0.8217505715819947, 2.7703831191683816e-132)
(0.821579482870129, 1.9876359698364432e-132)
(0.8202740410132713, 6.579425530780303e-132)
(0.8202771734279387, 3.743927551307229e-132)
(0.8202600344176867, 2.1893988578532728e-132)
(0.819788165950834, 2.3635695158310676e-132)
(0.8189386571039218, 4.23936651430278e-132)
(0.8171414325135393, 2.684966860634159e-131)
(0.8162092055348643, 5.331920931527675e-131)
(0.8165253619332231, 2.0226289279228386e-131)
(0.8171392799937819, 5.143333697058054e-132)
(0.8173429191379882, 2.2547897691973125e-132)
(0.8173672217059085, 1.2562262248943975e-132)
(0.8176765112115439, 4.766919752171714e-133)
(0.8177251191958838, 2.567442024460322e-133)
(0.8177833337866659, 1.3645888105672668e-133)
(0.8175358990188277, 1.0973543557736239e-133)
(0.8162945098182338, 3.3816836680142206e-133)
(0.8163855239571756, 1.7260304933776602e-133)
(0.8161567418905991, 1.3567315985787744e-133)
(0.8158051203248825, 1.2597655691992243e-133)
(0.8157649859242365, 7.684992867210193e-134)
(0.8156883276718256, 4.926705714573897e-134)
(0.8162760946581252, 1.2811389299637355e-134)
(0.8160774676083672, 9.692809337046e-135)
(0.8161414928535389, 5.1285721766171084e-135)
(0.8153423373104995, 8.808282898833899e-135)
(0.8152181980759299, 6.034466253096677e-135)
(0.8154170252556807, 2.6615460905763337e-135)
(0.8151621023158374, 2.1815003058103857e-135)
(0.8143291398827406, 3.93771424876097e-135)
(0.8148634548218383, 1.1000665352557611e-135)
(0.8148239353378706, 6.72572450049773e-136)
(0.8152945015731431, 2.039191197522514e-136)
(0.8149784292982173, 1.824009417698018e-136)
(0.8149755303531525, 1.060301528281277e-136)
(0.8126398145213366, 1.514344880354425e-135)
(0.8128796405654413, 6.3540580719450624e-136)
(0.8131615739492082, 2.5124088062223226e-136)
(0.8135358926096694, 8.7299292445058e-137)
(0.8128079757940799, 1.3816973720194022e-136)
(0.8131407235744378, 5.085059391440237e-137)
(0.8132336886442325, 2.600816077529655e-137)
(0.8129827561451004, 2.1397754556180364e-137)
(0.8127657673233518, 1.6808853889297878e-137)
(0.8124661924925656, 1.481152118410261e-137)
(0.8124935271662854, 8.30719361243746e-138)
(0.812517325378355, 4.6814678170087123e-138)
(0.8122717886731687, 3.835216000502907e-138)
(0.812283286189478, 2.199627048267404e-138)
(0.812319556296596, 1.2186893705044077e-138)
(0.8124064980302335, 6.289651762347743e-139)
(0.8130918856804797, 1.4018120412848574e-139)
(0.8126591949463962, 1.4977555731174679e-139)
(0.8125454032507942, 1.0233024246851326e-139)
(0.8125654144731692, 5.794229762359807e-140)
(0.8121284228972433, 6.243607442292283e-140)
(0.8123936175522585, 2.5045270142041643e-140)
(0.8113584468867386, 6.273527512610522e-140)
(0.8116827325832989, 2.3207543111863802e-140)
(0.8119318244808429, 9.525390817816429e-141)
(0.8115781294096485, 9.164436216506569e-141)
(0.8121288404702763, 2.4498130652760146e-141)
(0.812081512695987, 1.5276986517496502e-141)
(0.8125452696462089, 4.5957156503546814e-142)
(0.8121833470833392, 4.4907045464141044e-142)
(0.8123623402132545, 2.026061479364815e-142)
(0.8126262560914362, 8.082071269096733e-143)
